   3.3356409519815205e-06   1.0000001530446412e+00
   3.3410222437464581e-06   1.0000002406446395e+00
   3.3464122169916572e-06   1.0000003279041514e+00
   3.3518108857226807e-06   1.0000004130264966e+00
   3.3572182639677153e-06   1.0000004942149909e+00
   3.3626343657775511e-06   1.0000005696729493e+00
   3.3680592052256654e-06   1.0000006376036861e+00
   3.3734927964082412e-06   1.0000006962105148e+00
   3.3789351534441823e-06   1.0000007436967493e+00
   3.3843862904751958e-06   1.0000007782656997e+00
   3.3898462216657764e-06   1.0000007981206882e+00
   3.3953149612032912e-06   1.0000008014650164e+00
   3.4007925232979957e-06   1.0000007865020122e+00
   3.4062789221830475e-06   1.0000007514349836e+00
   3.4117741721145964e-06   1.0000006944722506e+00
   3.4172782873717623e-06   1.0000006153479160e+00
   3.4227912822567213e-06   1.0000005174634448e+00
   3.4283131710947240e-06   1.0000004047600668e+00
   3.4338439682341109e-06   1.0000002811790023e+00
   3.4393836880463964e-06   1.0000001506614662e+00
   3.4449323449262532e-06   1.0000000171486803e+00
   3.4504899532915984e-06   9.9999988458185995e-01
   3.4560565275836072e-06   9.9999975690222220e-01
   3.4616320822667325e-06   9.9999963805097802e-01
   3.4672166318287899e-06   9.9999953196933322e-01
   3.4728101907809402e-06   9.9999944259850349e-01
   3.4784127736577758e-06   9.9999937387969318e-01
   3.4840243950173359e-06   9.9999932975410977e-01
   3.4896450694411254e-06   9.9999931416296572e-01
   3.4952748115342029e-06   9.9999933007133845e-01
   3.5009136359251584e-06   9.9999937490883950e-01
   3.5065615572662112e-06   9.9999944415619513e-01
   3.5122185902331902e-06   9.9999953329197222e-01
   3.5178847495256211e-06   9.9999963779473044e-01
   3.5235600498667449e-06   9.9999975314303113e-01
   3.5292445060035329e-06   9.9999987481543495e-01
   3.5349381327067758e-06   9.9999999829050068e-01
   3.5406409447710654e-06   1.0000001190467755e+00
   3.5463529570148832e-06   1.0000002325628226e+00
   3.5520741842806155e-06   1.0000003343171855e+00
   3.5578046414345735e-06   1.0000004197884185e+00
   3.5635443433670798e-06   1.0000004844550636e+00
   3.5692933049924487e-06   1.0000005237956784e+00
   3.5750515412490795e-06   1.0000005335907902e+00
   3.5808190670994708e-06   1.0000005142087507e+00
   3.5865958975302362e-06   1.0000004695853988e+00
   3.5923820475521980e-06   1.0000004037504138e+00
   3.5981775322003639e-06   1.0000003207334904e+00
   3.6039823665340207e-06   1.0000002245643116e+00
   3.6097965656367493e-06   1.0000001192725678e+00
   3.6156201446164417e-06   1.0000000088879475e+00
   3.6214531186053939e-06   9.9999989744012963e-01
   3.6272955027602845e-06   9.9999978895879926e-01
   3.6331473122622644e-06   9.9999968747363621e-01
   3.6390085623169785e-06   9.9999959701432228e-01
   3.6448792681545782e-06   9.9999952161053451e-01
   3.6507594450298160e-06   9.9999946529194506e-01
   3.6566491082220244e-06   9.9999943205570385e-01
   3.6625482730352075e-06   9.9999942352320181e-01
   3.6684569547980596e-06   9.9999943736682595e-01
   3.6743751688639821e-06   9.9999947088605212e-01
   3.6803029306111745e-06   9.9999952138037018e-01
   3.6862402554426162e-06   9.9999958614926565e-01
   3.6921871587861590e-06   9.9999966249221983e-01
   3.6981436560945418e-06   9.9999974770871858e-01
   3.7041097628454129e-06   9.9999983909824208e-01
   3.7100854945414183e-06   9.9999993396028253e-01
   3.7160708667101862e-06   1.0000000295943146e+00
   3.7220658949044148e-06   1.0000001232998204e+00
   3.7280705947018949e-06   1.0000002123762808e+00
   3.7340849817055255e-06   1.0000002941231754e+00
   3.7401090715434076e-06   1.0000003658399839e+00
   3.7461428798688239e-06   1.0000004254606953e+00
   3.7521864223603332e-06   1.0000004733161489e+00
   3.7582397147217874e-06   1.0000005103030327e+00
   3.7643027726823515e-06   1.0000005373180598e+00
   3.7703756119965953e-06   1.0000005552579272e+00
   3.7764582484444737e-06   1.0000005650193360e+00
   3.7825506978314240e-06   1.0000005674989876e+00
   3.7886529759883799e-06   1.0000005635935807e+00
   3.7947650987717939e-06   1.0000005541998254e+00
   3.8008870820637272e-06   1.0000005402144188e+00
   3.8070189417718343e-06   1.0000005225340640e+00
