  -6.3490348425478842e+03  -5.7193114532415185e-03   5.5704686557997499e-02
  -6.3480247884817236e+03  -7.4566038583920580e-03   5.5514410229808631e-02
  -6.3470138583541984e+03  -9.2079582472195942e-03   5.5276513223323116e-02
  -6.3460000557400417e+03  -1.0976736139395149e-02   5.4980586002187450e-02
  -6.3449870596309538e+03  -1.2750556169298752e-02   5.4623551348353158e-02
  -6.3439785444370982e+03  -1.4511540837942552e-02   5.4208971414853015e-02
  -6.3429650632226003e+03  -1.6261587692587440e-02   5.3736682318920453e-02
  -6.3419524937771002e+03  -1.7976658291048761e-02   5.3210712095229630e-02
  -6.3409412800240343e+03  -1.9648145899187133e-02   5.2630195487931984e-02
  -6.3399301966920684e+03  -2.1279156028708154e-02   5.1992941369634796e-02
  -6.3389202770308657e+03  -2.2877474942651160e-02   5.1301370235035781e-02
  -6.3379105456833640e+03  -2.4458178634328989e-02   5.0560835829837468e-02
  -6.3368973931300707e+03  -2.6038175700747443e-02   4.9776321679349117e-02
  -6.3358884111164652e+03  -2.7609644207087405e-02   4.8958821726273846e-02
  -6.3348787475223626e+03  -2.9175456400968462e-02   4.8103704448202486e-02
  -6.3338649259100830e+03  -3.0729989971930341e-02   4.7201105855671222e-02
  -6.3328548661239274e+03  -3.2249039072726221e-02   4.6249729335520851e-02
  -6.3318451875764931e+03  -3.3729350919024924e-02   4.5241698072357214e-02
  -6.3308338059154030e+03  -3.5170747472584495e-02   4.4175955815641169e-02
  -6.3298218850644680e+03  -3.6572530280083004e-02   4.3060063685421646e-02
  -6.3288128732456144e+03  -3.7932479432684775e-02   4.1906209235729949e-02
  -6.3278015402996507e+03  -3.9258889966297221e-02   4.0714380195173906e-02
  -6.3267896720924800e+03  -4.0548480659646488e-02   3.9488397044982020e-02
  -6.3257803820058480e+03  -4.1795621462938734e-02   3.8230481643362749e-02
  -6.3247683241245522e+03  -4.3005841389709677e-02   3.6931303644234040e-02
  -6.3237579791437256e+03  -4.4174185074557677e-02   3.5594934546709603e-02
  -6.3227497926124315e+03  -4.5301701256373055e-02   3.4222347953815457e-02
  -6.3217375246978754e+03  -4.6395879854331593e-02   3.2806352996212700e-02
  -6.3207252315978312e+03  -4.7450562188213058e-02   3.1354373925463204e-02
  -6.3197165013183640e+03  -4.8458495373357113e-02   2.9873922994096892e-02
  -6.3187074691386197e+03  -4.9419270968852118e-02   2.8362194809475848e-02
  -6.3177037158968706e+03  -5.0324541068813504e-02   2.6830895308203220e-02
  -6.3166952469457865e+03  -5.1182372311528633e-02   2.5267880112514754e-02
  -6.3156841436638224e+03  -5.1991669152296451e-02   2.3677854042200963e-02
  -6.3146709177949269e+03  -5.2753696447761053e-02   2.2061282159254264e-02
  -6.3136625648680574e+03  -5.3464333697499172e-02   2.0427724758923071e-02
  -6.3126566096471997e+03  -5.4124898855176115e-02   1.8772098562679904e-02
  -6.3116444745260369e+03  -5.4738477870259948e-02   1.7081122341488092e-02
  -6.3106359119576800e+03  -5.5296582118151645e-02   1.5374970770107688e-02
  -6.3096236563110397e+03  -5.5802233735336049e-02   1.3647304443108951e-02
  -6.3086117571495624e+03  -5.6253773646809883e-02   1.1910308458600097e-02
  -6.3076035646863347e+03  -5.6651523102475294e-02   1.0172134581163603e-02
  -6.3065947736318349e+03  -5.6998199045891200e-02   8.4242243892559132e-03
  -6.3055822946622529e+03  -5.7293668250497393e-02   6.6579493473352680e-03
  -6.3045742540842675e+03  -5.7533224655983886e-02   4.8852341907917596e-03
  -6.3035711323691776e+03  -5.7715070739459910e-02   3.1079150211880541e-03
  -6.3025681814754371e+03  -5.7839094678529809e-02   1.3220090616118535e-03
  -6.3015605269703601e+03  -5.7906006749162693e-02  -4.7496587574606675e-04
  -6.3005502366628652e+03  -5.7916893397771813e-02  -2.2738518763598670e-03
  -6.2995479760393537e+03  -5.7874128575083464e-02  -4.0529296843232337e-03
  -6.2985446235717945e+03  -5.7778754538921034e-02  -5.8288206850395791e-03
  -6.2975411481764004e+03  -5.7630264945528642e-02  -7.6017556647129808e-03
  -6.2965384922425765e+03  -5.7427499983716088e-02  -9.3716380922732462e-03
  -6.2955280375293423e+03  -5.7167226798808646e-02  -1.1153195961981721e-02
  -6.2945175507410277e+03  -5.6850822870694068e-02  -1.2929976058965106e-02
  -6.2935155219963399e+03  -5.6482707669176353e-02  -1.4683068493386520e-02
  -6.2925118679422385e+03  -5.6060899631105165e-02  -1.6426339029806933e-02
  -6.2915053860679554e+03  -5.5585067464823515e-02  -1.8159122013858442e-02
  -6.2904957536274551e+03  -5.5054138670230561e-02  -1.9880395303909545e-02
  -6.2894941842499557e+03  -5.4473627064624712e-02  -2.1570513110532097e-02
  -6.2884877847573807e+03  -5.3836264616522293e-02  -2.3250661724485533e-02
  -6.2874868944367336e+03  -5.3149887150350100e-02  -2.4902450131382564e-02
  -6.2864766809565654e+03  -5.2406218512744240e-02  -2.6548519347568703e-02
  -6.2854688179987597e+03  -5.1615380743646133e-02  -2.8167820598992047e-02
  -6.2844578360296473e+03  -5.0773925550815460e-02  -2.9767508642773485e-02
  -6.2834480411735349e+03  -4.9884764707012509e-02  -3.1339477182207462e-02
  -6.2824419339796823e+03  -4.8949180048714083e-02  -3.2878911649374933e-02
  -6.2814335413681474e+03  -4.7961255851989626e-02  -3.4393624628050221e-02
  -6.2804328293344388e+03  -4.6932362992432537e-02  -3.5866959094970390e-02
  -6.2794265793440300e+03  -4.5851981191001479e-02  -3.7316238514307341e-02
