2.715912927531023979e-01 4.326474562813069635e-01 7.809431631369493365e-01 1.218591658985237469e+00 2.216956357990239379e+00 3.652830343894999388e+00 5.128173721947369756e+00 7.228811510477526348e+00 1.183939321684226620e+01 2.092612751765521395e+01 3.604210606657375848e+01 5.906419567843347807e+01 9.266438560145063263e+01 1.406201441886343844e+02 2.081443505778249801e+02 3.021213679790175775e+02 4.308346879337846076e+02 5.861187188931306764e+02 7.659582707727965953e+02 9.901257441617091217e+02 1.258406417102839214e+03 1.587264096371433197e+03 1.976611359785241802e+03 2.433630711701316613e+03 2.964136633057330982e+03 3.591504717535876352e+03 4.328242407570062824e+03 5.195864862762423400e+03 6.217918576785476034e+03 7.429896179944840696e+03 8.865312626457121951e+03 1.056698436356664206e+04 1.258450069719794737e+04 1.497976348658910865e+04 1.782199511960384189e+04 2.119421295325093160e+04 2.519368491617270411e+04 2.993580999239141966e+04 3.555409109472752607e+04 4.220458808719929220e+04 5.006796612404729240e+04 5.935238277611053491e+04 7.029468541644359357e+04 8.316236152877518907e+04 9.825419861587189371e+04 1.158994877791531908e+05 1.364630713476568053e+05 1.603346534530786448e+05 1.879735280877495825e+05 2.200500662359428534e+05 2.574831172670805536e+05 3.014324616042245761e+05 3.533872540007415228e+05 4.153811856440586853e+05 4.902418428908323403e+05 5.816671758799580857e+05 6.938021361143214162e+05 8.298384859762464184e+05 9.891518322213967331e+05 1.163058287785040680e+06 1.330828652917047963e+06 1.460339722560832975e+06 1.519824213250698056e+06 1.498299552609098842e+06 1.413070901367108105e+06 1.293299529490529792e+06 1.161651020371857565e+06 1.029996854597119032e+06 9.030548788388185203e+05 7.822939915991461603e+05 6.682121998279627878e+05 5.614070118805076927e+05 4.629321062171511003e+05 3.741823716384324944e+05 2.964818483676603646e+05 2.306116247118248430e+05 1.765274696920463175e+05 1.333821186826535268e+05 9.977923298672231613e+04 7.409433981494381442e+04 5.473337920529092662e+04 4.028419010765429994e+04 2.957524060435112187e+04 2.167573518609770690e+04 1.586683267365353640e+04 1.160239991536293746e+04 8.472428569491383314e+03 6.169347408154523691e+03 4.451193043439522626e+03 3.096862057379411908e+03 1.821348567271771344e+03 4.734891580324679126e+02 5.350850695657532441e+01 1.941364565577233217e-24 2.509629129904501150e-24 3.243352878871470328e-24 4.160274713180119648e-24 5.373737417745808255e-24 6.939668389002408538e-24 8.960343023036026099e-24
2.423405560877551490e-01 3.860607484496518249e-01 6.964770785480070003e-01 1.087071613779934331e+00 1.978524148374235292e+00 3.256319914011043704e+00 4.568964653649228325e+00 6.444544250854079337e+00 1.056373379171540883e+01 1.867246954910433843e+01 3.215172859900113878e+01 5.267394889205925779e+01 8.262044357981955045e+01 1.253573452307139320e+02 1.855290785490049075e+02 2.692670212223504222e+02 3.839430834799402987e+02 5.222740335580882629e+02 6.824609170094604451e+02 8.820973163164297830e+02 1.120984214394380160e+03 1.413759315172071638e+03 1.760349686160084957e+03 2.167160459415222704e+03 2.639393251769133258e+03 3.197845068940122928e+03 3.853669496735155462e+03 4.626023578131354952e+03 5.535877169825648707e+03 6.614812757738513938e+03 7.892674173858720678e+03 9.407577649305836530e+03 1.120367194256143557e+04 1.333605647900311487e+04 1.586635814991978987e+04 1.886847992915971918e+04 2.242901117699028327e+04 2.665067556629494356e+04 3.165231485897930907e+04 3.757284481046398287e+04 4.457307800805994339e+04 5.283828823319335061e+04 6.257927498076973279e+04 7.403409278810724209e+04 8.746863855025792145e+04 1.031759279617439024e+05 1.214806339828333148e+05 1.427294510111346608e+05 1.673316077852538147e+05 1.958846188096164842e+05 2.292069072899143212e+05 2.683313068640737329e+05 3.145843998537439038e+05 3.697783994833971374e+05 4.364326495880258735e+05 5.178400060719723697e+05 6.176866015751884552e+05 7.388000790588556556e+05 8.805951223986787954e+05 1.035294855569536332e+06 1.184395848019834375e+06 1.299288572716830298e+06 1.351774613492299570e+06 1.332236069362818031e+06 1.256182146008544369e+06 1.149551271452422254e+06 1.032445026429178542e+06 9.153726573862869991e+05 8.025044842274753610e+05 6.951373168015407864e+05 5.937125997198460391e+05 4.987636650046499562e+05 4.112300219566599699e+05 3.323531007287446409e+05 2.633087933155481005e+05 2.047879745576838322e+05 1.567468261655865354e+05 1.184281856999768497e+05 8.858819850624290120e+04 6.578169076987099834e+04 4.859160406539942778e+04 3.576317176328814821e+04 2.625575617811368284e+04 1.924272867176299769e+04 1.408577667735261093e+04 1.029998832675026460e+04 7.521348506035490573e+03 5.476796935643449615e+03 3.951512296634340601e+03 2.749213523365284345e+03 1.616886464394574659e+03 4.203358608174744973e+02 4.750170800034859298e+01 1.729748631269385859e-24 2.236070251521953751e-24 2.889815391929464847e-24 3.706789347259086632e-24 4.787980118707441180e-24 6.183218809173629704e-24 7.983632417434351649e-24
2.162979290899307294e-01 3.445957186957555041e-01 6.212781924538424150e-01 9.700042927484957556e-01 1.766265254892884773e+00 2.903322618340252959e+00 4.071149802866630196e+00 5.746425390416951551e+00 9.428183653618935622e+00 1.666626940901470633e+01 2.868847459203515982e+01 4.698525914575787965e+01 7.367917174696565041e+01 1.117701660239204955e+02 1.653966141094232967e+02 2.400195558866739702e+02 3.421993590142756148e+02 4.654382641824840903e+02 6.081298259077155990e+02 7.859279909811301650e+02 9.986477915596135517e+02 1.259301394671327671e+03 1.567828892128922917e+03 1.929943423146826945e+03 2.350300939624607054e+03 2.847402968989150850e+03 3.431197783381840509e+03 4.118743166972424660e+03 4.928715177478718033e+03 5.889215508030504679e+03 7.026819881479737887e+03 8.375460347602393085e+03 9.974442417676738842e+03 1.187280995290884130e+04 1.412542823430558383e+04 1.679808651408244987e+04 1.996786796840171155e+04 2.372621258508921892e+04 2.817891059961972132e+04 3.344961589267205272e+04 3.968146807307671406e+04 4.703936952783295419e+04 5.571093165182269877e+04 6.590800747026245517e+04 7.786721433929591149e+04 9.184927556676983659e+04 1.081431044643737696e+05 1.270571092560232355e+05 1.489559539535418153e+05 1.743722932418437267e+05 2.040351470004060247e+05 2.388643400409772294e+05 2.800417338793396484e+05 3.291823806174894562e+05 3.885312169907116913e+05 4.610204613402751856e+05 5.499277663588147843e+05 6.577565829749199329e+05 7.839563400056009414e+05 9.215576143324789591e+05 1.054038562736210879e+06 1.155918018180437852e+06 1.202175090801064391e+06 1.184406487491148990e+06 1.116521665340142557e+06 1.021589458893793402e+06 9.174290712366451044e+05 8.133373971949900733e+05 7.129975640401041601e+05 6.175532919278348563e+05 5.273957115704326425e+05 4.430010301412210683e+05 3.652071122328633792e+05 2.951187635423031752e+05 2.337799852782576636e+05 1.818013480485606706e+05 1.391394152859690075e+05 1.051172551263160130e+05 7.862676906405664340e+04 5.838240283981119865e+04 4.312466472469449218e+04 3.173889493149838745e+04 2.330096823932213738e+04 1.707697147683199728e+04 1.250025646352414878e+04 9.140366817003639881e+03 6.674121863645113081e+03 4.858868649019256736e+03 3.502971691269359326e+03 2.429291496326737615e+03 1.405003727024002956e+03 3.457906560650046686e+02 3.845137044054759912e+01 1.541365386904894424e-24 1.992544596410145129e-24 2.575091744050864851e-24 3.303090803557996099e-24 4.266531387712998297e-24 5.509817599985868928e-24 7.114151991537954970e-24
1.931107772824161850e-01 3.076909354060136659e-01 5.543284626261055781e-01 8.658047433623791145e-01 1.577305714453109964e+00 2.589059287338385307e+00 3.627989487101730859e+00 5.125003133724474580e+00 8.417368156140526025e+00 1.488036464304603257e+01 2.560545453486721001e+01 4.192110664735488257e+01 6.571951334983891968e+01 9.967464843378773764e+01 1.474743817909007362e+02 2.139829873876066699e+02 3.050383414958272397e+02 4.148419046964536960e+02 5.419586203852928747e+02 7.003157215704159171e+02 8.897408245443145915e+02 1.121799117114347382e+03 1.396442425103959749e+03 1.718767904202916952e+03 2.092945652550063642e+03 2.535433750229437464e+03 3.055107380388119509e+03 3.667155504556760206e+03 4.388212163919179147e+03 5.243280483157210256e+03 6.256026842003810998e+03 7.456658506380593280e+03 8.880169446529884226e+03 1.057021285456077931e+04 1.257563474398156177e+04 1.495500144737356823e+04 1.777693356644028245e+04 2.112282636540964450e+04 2.508685144517529261e+04 2.977907640112651279e+04 3.532690817514940863e+04 4.187711434380594437e+04 4.959666403323865961e+04 5.867408544543766038e+04 6.931993104447524820e+04 8.176617756712200935e+04 9.626990422790330194e+04 1.131054383124724263e+05 1.325977762214211980e+05 1.552218313106482383e+05 1.816270325597926276e+05 2.126326038961266459e+05 2.492915782549079449e+05 2.930434940312139806e+05 3.458890010094093159e+05 4.104392538945514825e+05 4.896082338971378049e+05 5.856107381407812936e+05 6.979270789546688320e+05 8.203066607909330633e+05 9.379918756076788995e+05 1.028286953508410836e+06 1.069000206758613931e+06 1.052809325347203761e+06 9.921985680037991842e+05 9.076815805308938725e+05 8.150459148279482033e+05 7.225095808094121749e+05 6.333222490901226411e+05 5.484914751755301841e+05 4.683636426243716851e+05 3.933641116075786995e+05 3.242402503154415172e+05 2.619752244332317787e+05 2.074956161747167644e+05 1.613405139349444071e+05 1.234668412236868753e+05 9.326910602682075114e+04 6.976007935303570412e+04 5.179630985325025540e+04 3.825857401493612269e+04 2.815693352294859505e+04 2.067098056285272833e+04 1.514933891881429736e+04 1.108916703887221774e+04 8.108519475482334201e+03 5.920667903735144137e+03 4.310337600400498559e+03 3.107506641977453910e+03 2.155036768247023247e+03 1.246385364658241542e+03 3.067524613328664600e+02 3.411038412280723264e+01 1.373664290986632499e-24 1.775755043898539113e-24 2.278438332713759777e-24 2.943713363023589323e-24 3.802331272952486406e-24 4.910347508288286854e-24 6.293924560339505034e-24
1.724802049148402849e-01 2.748600962579598184e-01 4.947321133010668670e-01 7.730718067689476003e-01 1.409094415522209154e+00 2.309281633996469907e+00 3.233490580784343038e+00 4.571870629442336131e+00 7.517606977232365928e+00 1.329057982025249274e+01 2.286093061476015720e+01 3.741293049226445078e+01 5.863370474064107185e+01 8.890703286470112232e+01 1.315197333658639991e+02 1.908048064164900381e+02 2.719569061986919678e+02 3.697999277189379086e+02 4.830514038411845945e+02 6.241013980252237161e+02 7.927888163639760251e+02 9.993908343926136695e+02 1.243869878991264841e+03 1.530774790265593765e+03 1.863843045545750329e+03 2.257713642018843075e+03 2.720306370603908363e+03 3.263469010163928033e+03 3.907050204976197165e+03 4.668262299697412345e+03 5.569859202156544598e+03 6.637969174003816079e+03 7.906037488192134333e+03 9.410629093229383216e+03 1.119599472612896170e+04 1.331396965364071002e+04 1.582654459112032782e+04 1.880526931052675354e+04 2.233427358965353051e+04 2.651143572458900962e+04 3.145044133831637737e+04 3.728163020825198328e+04 4.415369022584031336e+04 5.223436240204702335e+04 6.171106583290638082e+04 7.279011752712486486e+04 8.570028038882520923e+04 1.006855397382994706e+05 1.180355990045516373e+05 1.381739522629310086e+05 1.616791773494638037e+05 1.892809422680966964e+05 2.219176022481020191e+05 2.608724501596229093e+05 3.079286624624766409e+05 3.654115570183608215e+05 4.359113287739223451e+05 5.213857507667266764e+05 6.213425761421214556e+05 7.301711445902258856e+05 8.346846183457934530e+05 9.146673734575028066e+05 9.504468999003638746e+05 9.356628739895770559e+05 8.815296141369997058e+05 8.062853974590441212e+05 7.239093477504291805e+05 6.416594473973150598e+05 5.623997753068793099e+05 4.870168022798862658e+05 4.158171250738948584e+05 3.491808459953109850e+05 2.877747599895283347e+05 2.324737303590061201e+05 1.840998025201261917e+05 1.431284371454335051e+05 1.095168969424303650e+05 8.272331164901368902e+04 6.186806858179334085e+04 4.593422559576851927e+04 3.392742635438705474e+04 2.496875445024523287e+04 1.833012376797247634e+04 1.343362472777165385e+04 9.833209461009942970e+03 7.190111338850302673e+03 5.250047534911354887e+03 3.822111545855500026e+03 2.755518525526269059e+03 1.910933282819641590e+03 1.105205325201839742e+03 2.720060819126998695e+02 3.024664098175827931e+01 1.224374820470541432e-24 1.582766457087795959e-24 2.030818259507887936e-24 2.623791376115646562e-24 3.389094919506815943e-24 4.376692244500477639e-24 5.609902509794371779e-24
1.540953636052105058e-01 2.456306140314533926e-01 4.416603525478166592e-01 6.905299938393563153e-01 1.259338109279656504e+00 2.060188439062024646e+00 2.882298787014583752e+00 4.079525504104976719e+00 6.716705932811385615e+00 1.187538083302300507e+01 2.041773651268515621e+01 3.339968736453566578e+01 5.232580459826187536e+01 7.932153015922482098e+01 1.173166521704443142e+02 1.701711961318119961e+02 2.425071548141673645e+02 3.297024995042546038e+02 4.306106193457787867e+02 5.532341401221651722e+02 7.064791206078391497e+02 8.904192486616374254e+02 1.108045562165488036e+03 1.360634255524750415e+03 1.659891277927080637e+03 2.010482562137781997e+03 2.422261841952648410e+03 2.905787683028407628e+03 3.478714779476584226e+03 4.156375699556097061e+03 4.959026830730998881e+03 5.909932224625559684e+03 7.038857657631213442e+03 8.378358934623982350e+03 9.967829090795054071e+03 1.185341420069275046e+04 1.409029446414799349e+04 1.674216368740853432e+04 1.988390949032035860e+04 2.360265445675832234e+04 2.799958352459916205e+04 3.319069820383735350e+04 3.930831702721573674e+04 4.650169955828568345e+04 5.493760118269153463e+04 6.479956727909931942e+04 7.629112927613354987e+04 8.962926915575162275e+04 1.050722629033259145e+05 1.229978423578199290e+05 1.439215043532593118e+05 1.684931955083942448e+05 1.975491854224037670e+05 2.322336802856759750e+05 2.741362503440949367e+05 3.253277337626965018e+05 3.881100395360334660e+05 4.642120677759544342e+05 5.531659414173925761e+05 6.499307082172165392e+05 7.427181036741946591e+05 8.135209776800151449e+05 8.449100742903960636e+05 8.313810744463885203e+05 7.830164249909458449e+05 7.160280612180738244e+05 6.427854213671198813e+05 5.696923169696233235e+05 4.992698765589858522e+05 4.322969249688903801e+05 3.690446930900258012e+05 3.098530014146381873e+05 2.553169038860733854e+05 2.062148328027540119e+05 1.632757637599273585e+05 1.269185227859434817e+05 9.710069673637786764e+04 7.333707833430473693e+04 5.484387561522244505e+04 4.071677464555819461e+04 3.007257573828341992e+04 2.213118797997112779e+04 1.624670126168437491e+04 1.190659705083637891e+04 8.715377201348121162e+03 6.372706429950945676e+03 4.653179878744219423e+03 3.387579049788203520e+03 2.442241139603565443e+03 1.693675726503810438e+03 9.795519434889716877e+02 2.410810303282146094e+02 2.680782354551552160e+01 1.091475729984097290e-24 1.410965943811494053e-24 1.810384210130641319e-24 2.338993386413493359e-24 3.021227478226387239e-24 3.901626595560026752e-24 5.000978731875802171e-24
1.377234741367099058e-01 2.196210552478733424e-01 3.944061549686563306e-01 6.170720945881223995e-01 1.126016909971604862e+00 1.838414315977721314e+00 2.569666843509168519e+00 3.641309047454313053e+00 6.003826963762813662e+00 1.061561143195220502e+01 1.824279731011404593e+01 2.982704503664119500e+01 4.671041298607789827e+01 7.078836453170235643e+01 1.046728444487414151e+02 1.518027989170459477e+02 2.162903666600397230e+02 2.940067391936407830e+02 3.839262684881888958e+02 4.931682907173671992e+02 6.296431899699201722e+02 7.934089969425384652e+02 9.871305554935247528e+02 1.211966846778297167e+03 1.478329049170293501e+03 1.790393244074400855e+03 2.156938554802170984e+03 2.587375771389841248e+03 3.097406614948986771e+03 3.700690196169995488e+03 4.415259598126900528e+03 5.261829114316383311e+03 6.266889083667542764e+03 7.459426322753440218e+03 8.874509521775498797e+03 1.055322019897310747e+04 1.254467583345500861e+04 1.490557679659995483e+04 1.770258329486589355e+04 2.101324311795273752e+04 2.492761304183916218e+04 2.954893057440078701e+04 3.499494218448366883e+04 4.139845519396858435e+04 4.890783010761821060e+04 5.768634152908111719e+04 6.791505892254381615e+04 7.978692850248584000e+04 9.353225532350149297e+04 1.094880298312503874e+05 1.281135895251492329e+05 1.499879137740455044e+05 1.758563997223373444e+05 2.067394392730837571e+05 2.440542433138648921e+05 2.896450817688195384e+05 3.455571754767220700e+05 4.133156036723009311e+05 4.924741188607593067e+05 5.784989641925586620e+05 6.608471885455286829e+05 7.234783440384473652e+05 7.509608684902016539e+05 7.385520437651855173e+05 6.953251953333003912e+05 6.356875249910044950e+05 5.705757393097801832e+05 5.056337674393012421e+05 4.430777816682623234e+05 3.835909400977815385e+05 3.274130488205276197e+05 2.748480768774341559e+05 2.264271979679754004e+05 1.828429793633269146e+05 1.447415339929996117e+05 1.124912795957278286e+05 8.605011649466266681e+04 6.498330862321526365e+04 4.859238624125774368e+04 3.607330735038844432e+04 2.664182326246080629e+04 1.960581019550170458e+04 1.439250107136885526e+04 1.054757824199376228e+04 7.720533754253973711e+03 5.645236483872678946e+03 4.121982736402687806e+03 3.000855838658081666e+03 2.163432334934786923e+03 1.500322166268254023e+03 8.677237188624083046e+02 2.135585435519737700e+02 2.374736602080108483e+01 9.731676860686104698e-25 1.258027480538344235e-24 1.614151706968008834e-24 2.085463486777637152e-24 2.693748356745699401e-24 3.478718602346037336e-24 4.458908949490627567e-24
1.231427858526045194e-01 1.964790892997699823e-01 3.523299447050780575e-01 5.517035567163424137e-01 1.007325341895052517e+00 1.640956879263048007e+00 2.291362691706101629e+00 3.251288418384615575e+00 5.369317540577145387e+00 9.494214766861299282e+00 1.630666598764654296e+01 2.664663320954289460e+01 4.171150290792197524e+01 6.319200516054076644e+01 9.341712504026837394e+01 1.354509236025441510e+02 1.929515899473421428e+02 2.622293579274435160e+02 3.423662871252255968e+02 4.396953905994051865e+02 5.612407418195657556e+02 7.070466615944615114e+02 8.770697127983819428e+02 1.079618778466955291e+03 1.316698193325207740e+03 1.594465895484961720e+03 1.919344463665226385e+03 2.303922270226096316e+03 2.757963139580180723e+03 3.295036206971842148e+03 3.930540488655748504e+03 4.684885081016174809e+03 5.579679966783607597e+03 6.641389685557405755e+03 7.900963925286172525e+03 9.395784112033659767e+03 1.116876231636040211e+04 1.327064278653002657e+04 1.576067159287948380e+04 1.870814323847663400e+04 2.219293797018564874e+04 2.630702081972972519e+04 3.115514282378940698e+04 3.685553562845683336e+04 4.354011451987234614e+04 5.135413311646259535e+04 6.045865924078656826e+04 7.102526069552447007e+04 8.325933418014601921e+04 9.746160297271472518e+04 1.140414056302197132e+05 1.335145506412173563e+05 1.565455425000460236e+05 1.840445557898541738e+05 2.172753550052558421e+05 2.578804862466835184e+05 3.076766041173590347e+05 3.680072599500926444e+05 4.384453892524011899e+05 5.149087864804533310e+05 5.879634162845737301e+05 6.433203884861613624e+05 6.673273107160117943e+05 6.559189592806954170e+05 6.172686337745287456e+05 5.641759960876397090e+05 5.063025836188881076e+05 4.486164392367502442e+05 3.930626392121106037e+05 3.402393562983532902e+05 2.903584860613243654e+05 2.436920907061309554e+05 2.007144593810666120e+05 1.620416979940916644e+05 1.282461423605030432e+05 9.965134582903540286e+04 7.621551566987807746e+04 5.754887818537362182e+04 4.302894203208496037e+04 3.194093776393904045e+04 2.358870087236319159e+04 1.735840596078555609e+04 1.274238392330781062e+04 9.338111196442343498e+03 6.835109937855982935e+03 4.997666298550141619e+03 3.648887663342311043e+03 2.655852770452099321e+03 1.913131473606536701e+03 1.322162732469406365e+03 7.508662203085923466e+02 1.749825593153706791e+02 1.915370325966150844e+01 8.678489059425435729e-25 1.113859874419039205e-24 1.439463941282893762e-24 1.859769114092321830e-24 2.402223787074515100e-24 3.079692300330219080e-24 3.976354033234964566e-24
1.101650762598604949e-01 1.758994061406854992e-01 3.148688501988017863e-01 4.935452427971318001e-01 9.016604898343163477e-01 1.465147038600652651e+00 2.043623280261434694e+00 2.904187392766767406e+00 4.804589449804790746e+00 8.496010037600870035e+00 1.458313099541166658e+01 2.381539404797475967e+01 3.726139588172266315e+01 5.642960659738856322e+01 8.339710407892920330e+01 1.208941826775739372e+02 1.721748402584396160e+02 2.339401199319549391e+02 3.034697636677003061e+02 3.920914695977950828e+02 5.003456797565270335e+02 6.301629948575952085e+02 7.815181572147739644e+02 9.617982107299542349e+02 1.172810407532647559e+03 1.420047865150233974e+03 1.709243854910307846e+03 2.051589487885436483e+03 2.455788598581173119e+03 2.933921536839808141e+03 3.499701819553583846e+03 4.171288797513613645e+03 4.967926080440019177e+03 5.913173501827357541e+03 7.034585529692953969e+03 8.365435243057485422e+03 9.943925177698347397e+03 1.181522598789137555e+04 1.403207452938230563e+04 1.665614564598031211e+04 1.975853303722924102e+04 2.342107612078667808e+04 2.773698103624442592e+04 3.281143342509063950e+04 3.876177990683806274e+04 4.571720908164086723e+04 5.382098736342969642e+04 6.322563989780683914e+04 7.411441248667388572e+04 8.675573361949290847e+04 1.015144286030275398e+05 1.188500697714636626e+05 1.393551599605839583e+05 1.638417588942629227e+05 1.934370203825447825e+05 2.296038786523414310e+05 2.739554506515704561e+05 3.276735950240205275e+05 3.903482445674259216e+05 4.582992162271565758e+05 5.230800091524664313e+05 5.719618603374613449e+05 5.928770983341401443e+05 5.823630421668303898e+05 5.477898860197071917e+05 5.005252053619724466e+05 4.490956741427017259e+05 3.978682888274648576e+05 3.485472133721231949e+05 3.016551623739146744e+05 2.573792558052245004e+05 2.159631610716901778e+05 1.778305084091961908e+05 1.435293109841105470e+05 1.135662144722638768e+05 8.822484465844843362e+04 6.746371345417681732e+04 5.093310942261169112e+04 3.807820469501038315e+04 2.826371241593635204e+04 2.087187970731724999e+04 1.535857390138461051e+04 1.127406545301039841e+04 8.261929502386310560e+03 6.047321159404878927e+03 4.421617588746801630e+03 3.228286654841915606e+03 2.349713300590757171e+03 1.692600348686497682e+03 1.169752191807067902e+03 6.643106245278059987e+02 1.548115269987115425e+02 1.694576799886318952e+01 7.740934709627724789e-25 9.935273876029709963e-25 1.283955802678858448e-24 1.658854575789945256e-24 2.142706796808428048e-24 2.746987045712512314e-24 3.546780636913608947e-24
9.859546746487461710e-02 1.575860844981140929e-01 2.815026205957140704e-01 4.417975591764680687e-01 8.075816894864957796e-01 1.308596685262567894e+00 1.823087218312091196e+00 2.595298535529809492e+00 4.301988428391961605e+00 7.607475684604728450e+00 1.304885210676488505e+01 2.129499122068169115e+01 3.329983843461788950e+01 5.040960963792193184e+01 7.447711738068831266e+01 1.079354886729143459e+02 1.536788162240446241e+02 2.087560110884388962e+02 2.707418554186241408e+02 3.497120136953609517e+02 4.461335471943577886e+02 5.617170799088287367e+02 6.964537150936852186e+02 8.569099929218042462e+02 1.044717612900853510e+03 1.264777715125705527e+03 1.522209740211511871e+03 1.826961069857723942e+03 2.186791812195176135e+03 2.612456996277193412e+03 3.116169669591500679e+03 3.714086579804032681e+03 4.423344754187845865e+03 5.264918278182698486e+03 6.263339194954801314e+03 7.448223413846404583e+03 8.853581080931597171e+03 1.051962120668602620e+04 1.249328618649762939e+04 1.482946790750731816e+04 1.759143831238220446e+04 2.085199688221436008e+04 2.469415107629443810e+04 2.921139460702113865e+04 3.450813134917066054e+04 4.069924403641946265e+04 4.791216864656248072e+04 5.628246537701359193e+04 6.597367517741011397e+04 7.722547134798894695e+04 9.036305148709627974e+04 1.057959250799640868e+05 1.240525071725121234e+05 1.458575174674687150e+05 1.722164855061399285e+05 2.044324136608953413e+05 2.439371537040613766e+05 2.917685182726610801e+05 3.475314832841999596e+05 4.079038047182690352e+05 4.653185082585518248e+05 5.084366496966920095e+05 5.266022684531951090e+05 5.168884100424209028e+05 4.859482235878019710e+05 4.438732941793630598e+05 3.981803819274291745e+05 3.527021320981408935e+05 3.089287109818924218e+05 2.673158761360490462e+05 2.280287697121370293e+05 1.912857911112481961e+05 1.574654514937911590e+05 1.270551181755271100e+05 1.005029445851953642e+05 7.805702547684447200e+04 5.967617896919766645e+04 4.504639767785022559e+04 3.367311762994097080e+04 2.499181993086918737e+04 1.845455132688704180e+04 1.357920821971909027e+04 9.967623951832785679e+03 7.304395916103462696e+03 5.346386573176116144e+03 3.909079072780529259e+03 2.854057975512570465e+03 2.077326556946256005e+03 1.496383603765142652e+03 1.034145562053212188e+03 5.872981625361082934e+02 1.368644400686403060e+02 1.498126737389724461e+01 6.857181042789108566e-25 8.864069437758207288e-25 1.145521857974793418e-24 1.479999678964163896e-24 1.897833646397159683e-24 2.450811544970557647e-24 3.164372742854070062e-24
