   9.9999999999999991e-06	   4.7395227475468536e-26	   1.1284676922115323e-37	
   1.0292747724096079e-05	   3.2654366738070408e-26	   9.6884525299813642e-38	
   1.0594065571188521e-05	   2.1814614944111849e-26	   8.0439917220352182e-38	
   1.0904204429677528e-05	   1.4843201583194458e-26	   6.7804016319211459e-38	
   1.1223422532664172e-05	   1.0070618385022054e-26	   5.6764100829137869e-38	
   1.1551985672964805e-05	   6.9549580288910424e-27	   4.8142730503912270e-38	
   1.1890167424419898e-05	   4.7540814295446759e-27	   4.0183003929253746e-38	
   1.2238249369681924e-05	   3.2583787189402483e-27	   3.3402859751070119e-38	
   1.2596521334671389e-05	   2.3153098752145821e-27	   2.8561000432482274e-38	
   1.2965281629896689e-05	   1.6125970556593851e-27	   2.3721266647570503e-38	
   1.3344837298838383e-05	   1.1566101488017114e-27	   2.0081997329245034e-38	
   1.3735504373605122e-05	   8.3533359309230670e-28	   1.6926953437820573e-38	
   1.4137608138073614e-05	   6.0458727357213420e-28	   1.4124399211144173e-38	
   1.4551483398731937e-05	   4.4915909185952225e-28	   1.1942743790728847e-38	
   1.4977474763452001e-05	   3.3618960763164714e-28	   1.0039749207988203e-38	
   1.5415936928422735e-05	   2.5438804403220561e-28	   8.4198027168051651e-39	
   1.5867234973483178e-05	   1.9615797057556157e-28	   7.1031401769328843e-39	
   1.6331744666101667e-05	   1.5286908025258653e-28	   5.9820835560948611e-39	
   1.6809852774253652e-05	   1.1978579467369507e-28	   5.0079709056209604e-39	
   1.7301957388458946e-05	   9.5775671073447662e-29	   4.2338196957466537e-39	
   1.7808468253246812e-05	   7.6556243751795970e-29	   3.5455017960644757e-39	
   1.8329807108324375e-05	   6.2274590330273777e-29	   2.9973539093862091e-39	
   1.8866408039732582e-05	   5.0688459175371063e-29	   2.5180849291211290e-39	
   1.9418717841282546e-05	   4.1560358521086151e-29	   2.1185461273006230e-39	
   1.9987196386572528e-05	   3.4208329631899125e-29	   1.7805928418760592e-39	
   2.0572317011895574e-05	   2.8278271419454962e-29	   1.4969238536932788e-39	
   2.1174566910357116e-05	   2.3465432738707640e-29	   1.2590475032651901e-39	
   2.1794447537529837e-05	   1.9508638222809755e-29	   1.0580946694066443e-39	
   2.2432475028984204e-05	   1.6275786640472165e-29	   8.9035283509173273e-40	
   2.3089180630041925e-05	   1.3586881162985144e-29	   7.4831428969322106e-40	
   2.3765111138110728e-05	   1.1362712295877356e-29	   6.2916115929524646e-40	
   2.4460829357968003e-05	   9.5190477599727155e-30	   5.2927662686859338e-40	
   2.5176914570372770e-05	   7.9834120406533720e-30	   4.4532766498692525e-40	
   2.5913963014396573e-05	   6.7025867625597286e-30	   3.7480712547999638e-40	
   2.6672588383874081e-05	   5.6215359773671171e-30	   3.1494232266723429e-40	
   2.7453422338387142e-05	   4.7233983908307769e-30	   2.6498962639720321e-40	
   2.8257115029208270e-05	   3.9674614721393751e-30	   2.2279929438158896e-40	
   2.9084335640640509e-05	   3.3340310697398009e-30	   1.8735212785694718e-40	
   2.9935772947204902e-05	   2.8028180693041158e-30	   1.5756463250454601e-40	
   3.0812135887140023e-05	   2.3578448772764312e-30	   1.3257490603676862e-40	
   3.1714154152689957e-05	   1.9828034797208614e-30	   1.1148889650064182e-40	
   3.2642578797673239e-05	   1.6674606172234887e-30	   9.3745334416570201e-41	
   3.3598182862837813e-05	   1.4027489043656571e-30	   7.8842862218224109e-41	
   3.4581762019523775e-05	   1.1801369621340004e-30	   6.6306666714591323e-41	
   3.5594135232168622e-05	   9.9295854450963800e-31	   5.5764547956600276e-41	
   3.6636145440207159e-05	   8.3549430158382403e-31	   4.6896167251599161e-41	
   3.7708660259934514e-05	   7.0314673769919099e-31	   3.9443417783011298e-41	
   3.8812572706915400e-05	   5.9188084535463633e-31	   3.3179360503530916e-41	
   3.9948801939541700e-05	   4.9817181532886913e-31	   2.7905527829025791e-41	
   4.1118294024358282e-05	   4.1930222301537155e-31	   2.3468698358955306e-41	
   4.2322022723792797e-05	   3.5292491676477220e-31	   1.9736447635079674e-41	
   4.3560990306946076e-05	   2.9710351749719612e-31	   1.6599448382401157e-41	
   4.4836228384119060e-05	   2.5012344908307627e-31	   1.3960912294478551e-41	
   4.6148798765769435e-05	   2.1058875551205291e-31	   1.1742000928731262e-41	
   4.7499794346614121e-05	   1.7731603962987201e-31	   9.8758835885879096e-42	
   4.8890340015614427e-05	   1.4931056862970761e-31	   8.3063879030229634e-42	
   5.0321593592599981e-05	   1.2572928569868337e-31	   6.9859200484792485e-42	
   5.1794746792312125e-05	   1.0587610110110753e-31	   5.8751817198885244e-42	
   5.3311026216670326e-05	   8.9159110802409151e-32	   4.9407714150730493e-42	
   5.4871694376086100e-05	   7.5091846619987451e-32	   4.1552350236329580e-42	
   5.6478050740675574e-05	   6.3247901610725980e-32	   3.4945344353311124e-42	
   5.8131432822247135e-05	   5.3282658989511887e-32	   2.9392362792350674e-42	
   5.9833217287962825e-05	   4.4891631058901671e-32	   2.4721948153343661e-42	
   6.1584821106602672e-05	   3.7821511056879003e-32	   2.0791524258440281e-42	
