# Code: cgiSensePlot.c v4.0 (sll - 13 February 2009 Build)
# from WWW Sensitivity Curve Generator located at:
#   http://www.srl.caltech.edu/~shane/sensitivity/MakeCurve.html
# EQUAL ARM Space Based Observatory Sensitivity Curve
# Polarization and All Sky Averaged
# 
# For this data file:
# SNR = 1.000000 
# Armlength = 2.500000e+09 	meters
# Optics diameter = 0.300000 	meters
# Wavelength = 1064.000000 	nanometers
# Laser power = 2.000000 Watts
# Optical train efficiency = 0.300000 
# Accleration noise = 3.000000e-15 m/(s^2 root Hz)
# Position noise = 1.000000e-11 m/(root Hz)
# Sensitivity Floor Set by Laser Shot Noise
# Output Curve type is Root Spectral Density, per root Hz
# Astrophysical Noise is No White Dwarf Noise
#
#
#
# f [Hz] 	 hf [Hz^(-1/2)]
1.609553e+00    2.505909e-19
1.615872e+00    2.728574e-19
1.622216e+00    2.734087e-19
1.628585e+00    2.523381e-19
1.634979e+00    2.274032e-19
1.641398e+00    2.101848e-19
1.647843e+00    2.036924e-19
1.654312e+00    2.083393e-19
1.660807e+00    2.243627e-19
1.667328e+00    2.504508e-19
1.673874e+00    2.776589e-19
1.680446e+00    2.859557e-19
1.687043e+00    2.673998e-19
1.693667e+00    2.399759e-19
1.700316e+00    2.195824e-19
1.706288e+00    2.112435e-19
1.712280e+00    2.127676e-19
1.718294e+00    2.243703e-19
1.724328e+00    2.458353e-19
1.730384e+00    2.734453e-19
1.736462e+00    2.945138e-19
1.742560e+00    2.926231e-19
1.748680e+00    2.701159e-19
1.754821e+00    2.443391e-19
1.760984e+00    2.262033e-19
1.767169e+00    2.186489e-19
1.773375e+00    2.220826e-19
1.779603e+00    2.367356e-19
1.785853e+00    2.618731e-19
1.792125e+00    2.911188e-19
1.798419e+00    3.070319e-19
1.804735e+00    2.954245e-19
1.811074e+00    2.678304e-19
1.817434e+00    2.428693e-19
1.823817e+00    2.284318e-19
1.830222e+00    2.259847e-19
1.836650e+00    2.357891e-19
1.843100e+00    2.578790e-19
1.849573e+00    2.888558e-19
1.856069e+00    3.141901e-19
1.862588e+00    3.124502e-19
1.869129e+00    2.861105e-19
1.875693e+00    2.573211e-19
1.882281e+00    2.387677e-19
1.888892e+00    2.333038e-19
1.894893e+00    2.399445e-19
1.900913e+00    2.577677e-19
1.906952e+00    2.853774e-19
1.913010e+00    3.147110e-19
1.919088e+00    3.275846e-19
1.925184e+00    3.129112e-19
1.931301e+00    2.840916e-19
1.937437e+00    2.586174e-19
1.943592e+00    2.436689e-19
1.949766e+00    2.406041e-19
1.955961e+00    2.496525e-19
1.962176e+00    2.709172e-19
1.968409e+00    3.018962e-19
1.974663e+00    3.307453e-19
1.980937e+00    3.361415e-19
1.987231e+00    3.134629e-19
1.993544e+00    2.825693e-19
1.999877e+00    2.593850e-19
2.006230e+00    2.486986e-19
2.012605e+00    2.511642e-19
2.018999e+00    2.670322e-19
2.025413e+00    2.955753e-19
2.031847e+00    3.295251e-19
2.038303e+00    3.479931e-19
2.044779e+00    3.338158e-19
2.051274e+00    3.014572e-19
2.057791e+00    2.730980e-19
2.064330e+00    2.575426e-19
2.070888e+00    2.562556e-19
2.077467e+00    2.695148e-19
