# Code: cgiSensePlot.c v4.0 (sll - 13 February 2009 Build)
# from WWW Sensitivity Curve Generator located at:
#   http://www.srl.caltech.edu/~shane/sensitivity/MakeCurve.html
# EQUAL ARM Space Based Observatory Sensitivity Curve
# Polarization and All Sky Averaged
# 
# For this data file:
# SNR = 1.000000 
# Armlength = 2.500000e+09 	meters
# Optics diameter = 0.300000 	meters
# Wavelength = 1064.000000 	nanometers
# Laser power = 2.000000 Watts
# Optical train efficiency = 0.300000 
# Accleration noise = 3.000000e-15 m/(s^2 root Hz)
# Position noise = 1.000000e-11 m/(root Hz)
# Sensitivity Floor Set by Laser Shot Noise
# Output Curve type is Root Spectral Density, per root Hz
# Astrophysical Noise is No White Dwarf Noise
#
#
#
# f [Hz] 	 hf [Hz^(-1/2)]
3.561832e-04    1.237224e-18
3.644823e-04    1.181523e-18
3.729747e-04    1.128329e-18
3.816651e-04    1.077530e-18
3.905577e-04    1.029019e-18
3.996578e-04    9.826902e-19
4.089697e-04    9.384485e-19
4.184987e-04    8.961983e-19
4.282498e-04    8.558498e-19
4.382280e-04    8.173182e-19
4.484387e-04    7.805214e-19
4.588874e-04    7.453809e-19
4.695794e-04    7.118229e-19
4.805206e-04    6.797754e-19
4.917167e-04    6.491711e-19
5.031738e-04    6.199441e-19
5.148976e-04    5.920337e-19
5.268949e-04    5.653792e-19
5.391715e-04    5.399250e-19
5.517341e-04    5.156171e-19
5.645896e-04    4.924032e-19
5.777444e-04    4.702348e-19
5.912059e-04    4.490643e-19
6.049810e-04    4.288470e-19
6.190771e-04    4.095400e-19
6.335016e-04    3.911021e-19
6.482622e-04    3.734945e-19
6.633666e-04    3.566798e-19
6.788231e-04    3.406220e-19
6.946397e-04    3.252872e-19
7.108249e-04    3.106429e-19
7.273870e-04    2.966581e-19
7.443352e-04    2.833028e-19
7.616783e-04    2.705489e-19
7.794252e-04    2.583695e-19
7.975859e-04    2.467383e-19
8.161697e-04    2.356309e-19
8.351864e-04    2.250238e-19
8.546462e-04    2.148943e-19
8.745595e-04    2.052209e-19
8.949368e-04    1.959832e-19
9.157887e-04    1.871616e-19
9.371265e-04    1.787372e-19
9.589617e-04    1.706922e-19
9.813056e-04    1.630096e-19
1.004170e-03    1.556731e-19
1.027567e-03    1.486670e-19
1.051509e-03    1.419765e-19
1.076010e-03    1.355875e-19
1.101081e-03    1.294862e-19
1.126736e-03    1.236599e-19
1.152989e-03    1.180961e-19
1.179853e-03    1.127831e-19
1.207344e-03    1.077094e-19
1.235475e-03    1.028645e-19
1.264262e-03    9.823793e-20
1.293719e-03    9.381995e-20
1.323863e-03    8.960118e-20
1.354709e-03    8.557265e-20
1.386273e-03    8.172581e-20
1.418573e-03    7.805251e-20
1.451626e-03    7.454493e-20
1.485449e-03    7.119564e-20
1.520060e-03    6.799755e-20
1.555477e-03    6.494385e-20
1.591720e-03    6.202805e-20
1.628807e-03    5.924398e-20
1.666758e-03    5.658572e-20
1.705594e-03    5.404763e-20
1.745334e-03    5.162434e-20
1.786000e-03    4.931069e-20
1.827614e-03    4.710176e-20
1.870198e-03    4.499288e-20
1.913773e-03    4.297957e-20
1.958364e-03    4.105755e-20
2.003994e-03    3.922277e-20
2.050688e-03    3.747124e-20
2.098468e-03    3.579939e-20
2.147363e-03    3.420354e-20
2.197395e-03    3.268042e-20
2.248596e-03    3.122666e-20
2.300987e-03    2.983930e-20
2.354600e-03    2.851532e-20
2.409463e-03    2.725192e-20
2.465604e-03    2.604640e-20
2.523051e-03    2.489629e-20
2.581840e-03    2.379902e-20
2.641995e-03    2.275238e-20
2.703555e-03    2.175403e-20
2.766546e-03    2.080196e-20
2.831007e-03    1.989405e-20
2.896970e-03    1.902841e-20
2.964469e-03    1.820321e-20
3.033541e-03    1.741667e-20
3.104224e-03    1.666711e-20
3.176552e-03    1.595296e-20
3.250565e-03    1.527268e-20
3.326303e-03    1.462480e-20
3.403807e-03    1.400795e-20
3.483114e-03    1.342081e-20
3.564271e-03    1.286209e-20
3.647319e-03    1.233061e-20
3.732301e-03    1.182523e-20
3.819263e-03    1.134483e-20
3.908253e-03    1.088836e-20
3.999315e-03    1.045484e-20
4.092499e-03    1.004330e-20
4.187855e-03    9.652835e-21
4.285431e-03    9.282576e-21
4.385282e-03    8.931676e-21
4.487460e-03    8.599341e-21
4.592017e-03    8.284805e-21
4.699012e-03    7.987328e-21
4.808499e-03    7.706208e-21
4.920536e-03    7.440765e-21
5.035185e-03    7.190337e-21
5.152505e-03    6.954301e-21
5.272558e-03    6.732048e-21
5.395408e-03    6.522986e-21
5.521122e-03    6.326545e-21
5.649763e-03    6.142177e-21
5.781403e-03    5.969342e-21
5.916109e-03    5.807523e-21
6.053955e-03    5.656212e-21
6.195011e-03    5.514923e-21
6.339356e-03    5.383174e-21
6.487064e-03    5.260504e-21
6.638212e-03    5.146463e-21
6.792882e-03    5.040613e-21
6.951155e-03    4.942529e-21
7.113118e-03    4.851800e-21
7.278853e-03    4.768030e-21
7.448452e-03    4.690833e-21
7.622001e-03    4.619842e-21
7.799592e-03    4.554701e-21
7.981323e-03    4.495069e-21
8.167287e-03    4.440621e-21
8.357586e-03    4.391046e-21
8.552317e-03    4.346050e-21
8.751586e-03    4.305353e-21
8.955498e-03    4.268691e-21
9.164160e-03    4.235815e-21
9.377686e-03    4.206490e-21
9.596187e-03    4.180500e-21
9.819778e-03    4.157641e-21
1.004858e-02    4.137722e-21
1.028271e-02    4.120571e-21
1.052230e-02    4.106025e-21
1.076747e-02    4.093938e-21
1.101835e-02    4.084174e-21
1.127508e-02    4.076612e-21
1.153779e-02    4.071142e-21
1.180662e-02    4.067666e-21
1.208171e-02    4.066096e-21
1.236321e-02    4.066357e-21
1.265128e-02    4.068382e-21
1.294605e-02    4.072117e-21
1.324770e-02    4.077514e-21
1.355636e-02    4.084538e-21
1.387223e-02    4.093160e-21
1.419545e-02    4.103362e-21
1.452621e-02    4.115133e-21
1.486467e-02    4.128473e-21
1.521101e-02    4.143388e-21
1.556543e-02    4.159894e-21
1.592811e-02    4.178014e-21
1.629923e-02    4.197780e-21
1.667900e-02    4.219234e-21
1.706762e-02    4.242426e-21
1.746530e-02    4.267413e-21
1.787224e-02    4.294265e-21
1.828866e-02    4.323059e-21
1.871479e-02    4.353884e-21
1.915084e-02    4.386841e-21
1.959706e-02    4.422038e-21
2.005368e-02    4.459601e-21
2.052093e-02    4.499667e-21
2.099905e-02    4.542387e-21
2.148833e-02    4.587928e-21
2.198901e-02    4.636477e-21
2.250136e-02    4.688235e-21
2.302563e-02    4.743428e-21
2.356214e-02    4.802304e-21
2.411113e-02    4.865134e-21
2.467293e-02    4.932221e-21
2.524780e-02    5.003894e-21
2.583607e-02    5.080524e-21
2.643806e-02    5.162513e-21
2.705406e-02    5.250313e-21
2.768443e-02    5.344421e-21
2.832946e-02    5.445391e-21
2.898955e-02    5.553839e-21
2.966500e-02    5.670449e-21
3.035619e-02    5.795984e-21
3.106350e-02    5.931297e-21
3.178727e-02    6.077336e-21
3.252792e-02    6.235167e-21
3.328582e-02    6.405977e-21
3.406137e-02    6.591092e-21
3.485502e-02    6.792000e-21
3.566714e-02    7.010353e-21
3.649818e-02    7.247986e-21
3.734858e-02    7.506938e-21
3.821880e-02    7.789436e-21
3.910930e-02    8.097904e-21
4.002055e-02    8.434929e-21
4.095303e-02    8.803203e-21
4.190724e-02    9.205397e-21
4.288367e-02    9.644002e-21
4.388286e-02    1.012101e-20
4.490534e-02    1.063744e-20
4.595162e-02    1.119272e-20
4.702229e-02    1.178366e-20
4.811793e-02    1.240334e-20
4.923906e-02    1.303960e-20
5.038634e-02    1.367378e-20
5.156034e-02    1.427997e-20
5.276169e-02    1.482568e-20
5.399105e-02    1.527488e-20
5.524903e-02    1.559352e-20
5.653634e-02    1.575667e-20
5.785363e-02    1.575469e-20
5.920163e-02    1.559587e-20
6.058103e-02    1.530414e-20
6.199256e-02    1.491308e-20
6.343698e-02    1.445895e-20
6.491507e-02    1.397513e-20
6.642758e-02    1.348905e-20
6.797535e-02    1.302133e-20
6.955917e-02    1.258636e-20
7.117990e-02    1.219355e-20
7.283840e-02    1.184872e-20
7.453553e-02    1.155525e-20
7.627220e-02    1.131512e-20
7.804936e-02    1.112959e-20
7.986791e-02    1.099977e-20
8.172883e-02    1.092703e-20
8.363311e-02    1.091329e-20
8.558177e-02    1.096127e-20
8.757581e-02    1.107476e-20
8.961632e-02    1.125874e-20
9.170440e-02    1.151961e-20
9.384110e-02    1.186526e-20
9.602760e-02    1.230507e-20
9.826505e-02    1.284955e-20
1.005546e-01    1.350945e-20
1.028976e-01    1.429373e-20
1.052951e-01    1.520557e-20
1.077484e-01    1.623559e-20
1.102590e-01    1.735141e-20
1.128280e-01    1.848560e-20
1.154569e-01    1.952917e-20
1.181470e-01    2.034462e-20
1.208999e-01    2.080876e-20
1.237168e-01    2.086990e-20
1.265994e-01    2.057667e-20
1.295492e-01    2.005276e-20
1.325677e-01    1.944250e-20
1.356565e-01    1.886885e-20
1.388173e-01    1.841972e-20
1.420518e-01    1.815370e-20
1.453616e-01    1.811205e-20
1.487485e-01    1.833011e-20
1.522143e-01    1.884582e-20
1.557609e-01    1.970484e-20
1.593902e-01    2.096062e-20
1.631039e-01    2.266331e-20
1.669043e-01    2.482287e-20
1.707931e-01    2.732247e-20
1.747726e-01    2.978257e-20
1.788448e-01    3.151979e-20
1.830119e-01    3.190359e-20
1.872761e-01    3.094924e-20
1.916396e-01    2.930692e-20
1.960674e-01    2.769242e-20
2.005975e-01    2.651298e-20
2.052324e-01    2.596485e-20
2.099743e-01    2.614963e-20
2.148256e-01    2.715907e-20
2.197892e-01    2.910206e-20
2.248674e-01    3.205106e-20
2.300630e-01    3.581126e-20
2.353785e-01    3.943687e-20
2.408169e-01    4.114167e-20
2.463810e-01    3.998024e-20
2.520736e-01    3.721335e-20
2.578977e-01    3.462825e-20
2.638563e-01    3.317014e-20
2.699528e-01    3.319245e-20
2.761901e-01    3.491988e-20
2.825713e-01    3.860617e-20
2.891002e-01    4.420153e-20
2.957797e-01    4.999851e-20
3.026138e-01    5.180986e-20
3.096055e-01    4.838579e-20
3.167591e-01    4.380549e-20
3.240778e-01    4.111723e-20
3.315655e-01    4.122894e-20
3.392262e-01    4.454320e-20
3.470640e-01    5.127287e-20
3.550829e-01    5.923732e-20
3.632872e-01    6.105612e-20
3.716807e-01    5.521245e-20
3.802684e-01    4.950770e-20
3.854081e-01    4.797663e-20
3.906171e-01    4.808023e-20
3.958964e-01    4.995447e-20
4.012470e-01    5.375335e-20
4.066701e-01    5.945843e-20
4.121665e-01    6.621134e-20
4.177372e-01    7.135239e-20
4.233830e-01    7.159854e-20
4.291054e-01    6.722169e-20
4.349049e-01    6.167279e-20
4.407828e-01    5.751766e-20
4.467403e-01    5.568342e-20
4.527781e-01    5.644388e-20
4.588977e-01    6.000680e-20
4.650998e-01    6.647361e-20
4.713860e-01    7.488357e-20
4.777571e-01    8.130041e-20
4.842140e-01    8.057422e-20
4.907586e-01    7.401749e-20
4.973914e-01    6.723316e-20
5.041138e-01    6.327849e-20
5.109273e-01    6.295565e-20
5.178326e-01    6.658394e-20
5.248314e-01    7.440384e-20
5.319248e-01    8.511108e-20
5.391141e-01    9.233679e-20
5.464003e-01    8.894726e-20
5.537852e-01    7.976640e-20
5.612699e-01    7.269324e-20
5.688558e-01    7.044898e-20
5.743108e-01    7.211751e-20
5.798181e-01    7.667587e-20
5.853782e-01    8.410818e-20
5.909916e-01    9.336628e-20
5.966588e-01    1.009175e-19
6.023804e-01    1.018232e-19
6.081570e-01    9.574314e-20
6.139889e-01    8.749475e-20
6.198766e-01    8.101775e-20
6.258209e-01    7.775460e-20
6.318221e-01    7.806058e-20
6.378809e-01    8.214737e-20
6.439978e-01    9.016195e-20
6.501735e-01    1.011965e-19
6.564081e-01    1.109053e-19
6.627026e-01    1.121097e-19
6.690577e-01    1.042544e-19
6.754734e-01    9.440517e-20
6.819508e-01    8.757777e-20
6.884904e-01    8.524251e-20
6.950926e-01    8.773806e-20
7.017582e-01    9.532375e-20
7.084875e-01    1.074653e-19
7.152815e-01    1.196620e-19
7.221406e-01    1.221982e-19
7.290655e-01    1.129434e-19
7.360569e-01    1.013375e-19
7.431153e-01    9.395049e-20
7.502412e-01    9.243829e-20
7.574356e-01    9.719680e-20
7.630694e-01    1.054037e-19
7.687452e-01    1.169084e-19
7.744634e-01    1.284356e-19
7.802239e-01    1.333659e-19
7.860272e-01    1.280610e-19
7.918738e-01    1.173266e-19
7.977639e-01    1.075296e-19
8.036978e-01    1.015615e-19
8.096757e-01    1.001356e-19
8.156981e-01    1.034624e-19
8.217655e-01    1.117320e-19
8.278778e-01    1.244035e-19
8.340357e-01    1.377662e-19
8.402394e-01    1.433426e-19
8.464891e-01    1.364321e-19
8.527854e-01    1.237545e-19
8.591286e-01    1.131644e-19
8.655188e-01    1.076706e-19
8.719566e-01    1.078841e-19
8.784424e-01    1.140669e-19
8.849763e-01    1.262729e-19
8.915589e-01    1.422315e-19
8.981905e-01    1.532492e-19
9.048713e-01    1.494031e-19
9.116018e-01    1.354445e-19
9.183824e-01    1.225578e-19
9.252134e-01    1.156848e-19
9.320953e-01    1.158000e-19
9.390284e-01    1.232197e-19
9.460129e-01    1.378288e-19
9.517622e-01    1.526107e-19
9.575464e-01    1.629089e-19
9.633659e-01    1.611906e-19
9.692205e-01    1.493875e-19
9.751108e-01    1.359687e-19
9.810370e-01    1.263144e-19
9.869991e-01    1.220356e-19
9.929975e-01    1.234472e-19
9.990325e-01    1.307664e-19
1.005104e+00    1.439291e-19
1.011212e+00    1.606443e-19
1.017358e+00    1.730103e-19
1.023541e+00    1.712596e-19
1.029761e+00    1.576528e-19
1.036019e+00    1.428167e-19
1.042316e+00    1.329496e-19
1.048650e+00    1.296522e-19
1.055023e+00    1.332296e-19
1.061435e+00    1.439100e-19
1.067886e+00    1.608845e-19
1.074376e+00    1.784422e-19
1.080905e+00    1.838966e-19
1.087474e+00    1.722696e-19
1.094083e+00    1.549471e-19
1.100732e+00    1.420808e-19
1.107422e+00    1.367600e-19
1.114152e+00    1.394911e-19
1.120923e+00    1.505674e-19
1.127736e+00    1.692394e-19
1.134589e+00    1.888379e-19
1.140419e+00    1.945446e-19
1.146279e+00    1.852332e-19
1.152169e+00    1.689336e-19
1.158089e+00    1.547305e-19
1.164040e+00    1.463705e-19
1.170021e+00    1.446585e-19
1.176033e+00    1.498008e-19
1.182076e+00    1.619553e-19
1.188150e+00    1.800503e-19
1.194255e+00    1.982533e-19
1.200392e+00    2.045519e-19
1.206560e+00    1.936057e-19
1.212760e+00    1.754012e-19
1.218991e+00    1.604209e-19
1.225255e+00    1.525070e-19
1.231550e+00    1.523624e-19
1.237879e+00    1.602296e-19
1.244239e+00    1.761203e-19
1.250633e+00    1.973671e-19
1.257059e+00    2.135674e-19
1.263518e+00    2.110186e-19
1.270011e+00    1.929671e-19
1.276536e+00    1.741016e-19
1.283095e+00    1.623201e-19
1.289688e+00    1.593946e-19
1.296316e+00    1.656401e-19
1.302976e+00    1.812151e-19
1.309671e+00    2.038983e-19
1.316401e+00    2.228510e-19
1.323165e+00    2.213139e-19
1.329055e+00    2.046235e-19
1.334970e+00    1.858973e-19
1.340912e+00    1.724981e-19
1.346881e+00    1.665328e-19
1.352876e+00    1.683488e-19
1.358898e+00    1.781639e-19
1.364946e+00    1.957858e-19
1.371022e+00    2.179840e-19
1.377124e+00    2.341205e-19
1.383254e+00    2.313962e-19
1.389411e+00    2.129486e-19
1.395595e+00    1.927951e-19
1.401807e+00    1.791351e-19
1.408046e+00    1.740746e-19
1.414314e+00    1.779428e-19
1.420609e+00    1.909661e-19
1.426932e+00    2.123023e-19
1.433283e+00    2.356589e-19
1.439663e+00    2.456647e-19
1.446071e+00    2.331700e-19
1.452507e+00    2.104236e-19
1.458973e+00    1.916904e-19
1.465467e+00    1.821102e-19
1.471989e+00    1.825320e-19
1.478541e+00    1.932281e-19
1.485122e+00    2.139710e-19
1.491733e+00    2.400487e-19
1.498372e+00    2.558165e-19
1.505042e+00    2.464082e-19
1.511741e+00    2.222327e-19
1.517676e+00    2.031362e-19
1.523635e+00    1.917150e-19
1.529617e+00    1.890211e-19
1.535622e+00    1.952639e-19
1.541651e+00    2.105974e-19
1.547704e+00    2.336748e-19
1.553780e+00    2.572343e-19
1.559880e+00    2.660073e-19
1.566005e+00    2.524585e-19
1.572153e+00    2.288349e-19
1.578325e+00    2.088702e-19
1.584522e+00    1.977923e-19
1.590743e+00    1.965443e-19
1.596989e+00    2.053577e-19
1.603258e+00    2.242749e-19
