  -4.4471485879316597e+03  -1.5500514525525227e-02   2.0293874123758458e-02
  -4.4466487905585827e+03  -1.5887934621068689e-02   1.9990391479470189e-02
  -4.4461489930107309e+03  -1.6269201130304927e-02   1.9681090495618850e-02
  -4.4456491952987590e+03  -1.6643694469527959e-02   1.9366186612081879e-02
  -4.4451493974340947e+03  -1.7010926131407436e-02   1.9045658671601691e-02
  -4.4446495994282350e+03  -1.7370575834366082e-02   1.8719258687444944e-02
  -4.4441498012919719e+03  -1.7722504983467589e-02   1.8386596978614347e-02
  -4.4436500030346888e+03  -1.8066784565911789e-02   1.8047202668835576e-02
  -4.4431502046638807e+03  -1.8403660539249390e-02   1.7700635640971008e-02
  -4.4426504061849810e+03  -1.8733499194532911e-02   1.7346532830755441e-02
  -4.4421506076015285e+03  -1.9056699091952924e-02   1.6984677196863925e-02
  -4.4416508089156387e+03  -1.9373608870381913e-02   1.6615093129557237e-02
  -4.4411510101286658e+03  -1.9684528456582129e-02   1.6237984138069896e-02
  -4.4406512112419286e+03  -1.9989548608121355e-02   1.5853753457843300e-02
  -4.4401514122573362e+03  -2.0288573564361298e-02   1.5462955012741999e-02
  -4.4396516131778089e+03  -2.0581328912493868e-02   1.5066218718967263e-02
  -4.4391518140073949e+03  -2.0867323029357569e-02   1.4664197802179233e-02
  -4.4386520147510755e+03  -2.1145957757982836e-02   1.4257502208331239e-02
  -4.4381522154143240e+03  -2.1416548089205345e-02   1.3846593897700557e-02
  -4.4376524160024874e+03  -2.1678421238904136e-02   1.3431804583510190e-02
  -4.4371526165201612e+03  -2.1931004042450929e-02   1.3013304863860417e-02
  -4.4366528169706680e+03  -2.2173868006941769e-02   1.2591063983969048e-02
  -4.4361530173557558e+03  -2.2406787066196629e-02   1.2164951568101021e-02
  -4.4356532176755718e+03  -2.2629740584560906e-02   1.1734711400097811e-02
  -4.4351534179289347e+03  -2.2842934013137216e-02   1.1300073994056963e-02
  -4.4346536181138108e+03  -2.3046735230287552e-02   1.0860789114605800e-02
  -4.4341538182279419e+03  -2.3241593764421122e-02   1.0416650296583320e-02
  -4.4336540182694607e+03  -2.3428053186128631e-02   9.9676331412736421e-03
  -4.4331542182374051e+03  -2.3606583633066735e-02   9.5137962457108385e-03
  -4.4326544181320205e+03  -2.3777552502371541e-02   9.0553867166534366e-03
  -4.4321546179548250e+03  -2.3941172428006832e-02   8.5927877538772499e-03
  -4.4316548177084151e+03  -2.4097435736572213e-02   8.1264432594211067e-03
  -4.4311550173960877e+03  -2.4246129716009542e-02   7.6569202379148035e-03
  -4.4306552170213517e+03  -2.4386892118663610e-02   7.1847512946628389e-03
  -4.4301554165874331e+03  -2.4519191565578292e-02   6.7104504278743676e-03
  -4.4296556160968630e+03  -2.4642410754612758e-02   6.2344645202818821e-03
  -4.4291558155512248e+03  -2.4755953294718511e-02   5.7571182385232969e-03
  -4.4286560149510979e+03  -2.4859296807556292e-02   5.2786289217040053e-03
  -4.4281562142961839e+03  -2.4952041791092651e-02   4.7990883844419782e-03
  -4.4276564135855888e+03  -2.5033978321946024e-02   4.3185175766617678e-03
  -4.4271566128181885e+03  -2.5105088468773493e-02   3.8368497863367004e-03
  -4.4266568119930062e+03  -2.5165526039137381e-02   3.3539595085933099e-03
  -4.4261570111095289e+03  -2.5215612246712107e-02   2.8697587048217149e-03
  -4.4256572101679003e+03  -2.5255805236825447e-02   2.3841943767945253e-03
  -4.4251574091689799e+03  -2.5286612147850419e-02   1.8972740382505113e-03
  -4.4246576081142521e+03  -2.5308501603483559e-02   1.4090918604948294e-03
