# Code: cgiSensePlot.c v4.0 (sll - 13 February 2009 Build)
# from WWW Sensitivity Curve Generator located at:
#   http://www.srl.caltech.edu/~shane/sensitivity/MakeCurve.html
# EQUAL ARM Space Based Observatory Sensitivity Curve
# Polarization and All Sky Averaged
# 
# For this data file:
# SNR = 1.000000 
# Armlength = 2.500000e+09 	meters
# Optics diameter = 0.300000 	meters
# Wavelength = 1064.000000 	nanometers
# Laser power = 1.000000 Watts
# Optical train efficiency = 0.300000 
# Accleration noise = 3.000000e-15 m/(s^2 root Hz)
# Position noise = 1.000000e-11 m/(root Hz)
# Sensitivity Floor Set by Laser Shot Noise
# Output Curve type is Root Spectral Density, per root Hz
# Astrophysical Noise is Merged Instrumental + White Dwarf Noise
#
#
#
# f [Hz] 	 hf [Hz^(-1/2)]
1.250633e+00    2.791193e-19
1.257059e+00    3.020300e-19
1.263518e+00    2.984254e-19
1.270011e+00    2.728967e-19
1.276536e+00    2.462168e-19
1.283095e+00    2.295554e-19
1.289688e+00    2.254179e-19
1.296316e+00    2.342505e-19
1.302976e+00    2.562769e-19
1.309671e+00    2.883558e-19
1.316401e+00    3.151590e-19
1.323165e+00    3.129851e-19
1.329055e+00    2.893813e-19
1.334970e+00    2.628985e-19
1.340912e+00    2.439492e-19
1.346881e+00    2.355129e-19
1.352876e+00    2.380811e-19
1.358898e+00    2.519618e-19
1.364946e+00    2.768829e-19
1.371022e+00    3.082760e-19
1.377124e+00    3.310965e-19
1.383254e+00    3.272437e-19
1.389411e+00    3.011548e-19
1.395595e+00    2.726534e-19
1.401807e+00    2.533353e-19
1.408046e+00    2.461787e-19
1.414314e+00    2.516491e-19
1.420609e+00    2.700669e-19
1.426932e+00    3.002408e-19
1.433283e+00    3.332721e-19
1.439663e+00    3.474224e-19
1.446071e+00    3.297521e-19
1.452507e+00    2.975840e-19
1.458973e+00    2.710912e-19
1.465467e+00    2.575427e-19
1.471989e+00    2.581393e-19
1.478541e+00    2.732658e-19
1.485122e+00    3.026007e-19
1.491733e+00    3.394802e-19
1.498372e+00    3.617791e-19
1.505042e+00    3.484738e-19
1.511741e+00    3.142845e-19
1.517676e+00    2.872780e-19
1.523635e+00    2.711259e-19
1.529617e+00    2.673162e-19
1.535622e+00    2.761449e-19
1.541651e+00    2.978297e-19
1.547704e+00    3.304661e-19
1.553780e+00    3.637842e-19
1.559880e+00    3.761911e-19
1.566005e+00    3.570302e-19
1.572153e+00    3.236214e-19
1.578325e+00    2.953871e-19
1.584522e+00    2.797205e-19
1.590743e+00    2.779557e-19
1.596989e+00    2.904197e-19
1.603258e+00    3.171726e-19
1.609553e+00    3.543891e-19
1.615872e+00    3.858787e-19
1.622216e+00    3.866583e-19
1.628585e+00    3.568600e-19
1.634979e+00    3.215968e-19
1.641398e+00    2.972461e-19
1.647843e+00    2.880645e-19
1.654312e+00    2.946363e-19
1.660807e+00    3.172968e-19
1.667328e+00    3.541910e-19
1.673874e+00    3.926689e-19
1.680446e+00    4.044024e-19
1.687043e+00    3.781604e-19
1.693667e+00    3.393772e-19
1.700316e+00    3.105364e-19
1.706288e+00    2.987435e-19
1.712280e+00    3.008989e-19
1.718294e+00    3.173075e-19
1.724328e+00    3.476636e-19
1.730384e+00    3.867100e-19
1.736462e+00    4.165054e-19
1.742560e+00    4.138315e-19
1.748680e+00    3.820015e-19
1.754821e+00    3.455477e-19
1.760984e+00    3.198997e-19
1.767169e+00    3.092162e-19
1.773375e+00    3.140722e-19
1.779603e+00    3.347947e-19
1.785853e+00    3.703445e-19
1.792125e+00    4.117042e-19
1.798419e+00    4.342087e-19
1.804735e+00    4.177934e-19
1.811074e+00    3.787694e-19
1.817434e+00    3.434691e-19
1.823817e+00    3.230513e-19
1.830222e+00    3.195907e-19
1.836650e+00    3.334561e-19
1.843100e+00    3.646960e-19
1.849573e+00    4.085038e-19
1.856069e+00    4.443319e-19
1.862588e+00    4.418713e-19
1.869129e+00    4.046214e-19
1.875693e+00    3.639069e-19
1.882281e+00    3.376686e-19
1.888892e+00    3.299414e-19
1.894893e+00    3.393328e-19
1.900913e+00    3.645386e-19
1.906952e+00    4.035847e-19
1.913010e+00    4.450685e-19
1.919088e+00    4.632745e-19
1.925184e+00    4.425233e-19
1.931301e+00    4.017662e-19
1.937437e+00    3.657402e-19
1.943592e+00    3.445998e-19
1.949766e+00    3.402655e-19
1.955961e+00    3.530619e-19
1.962176e+00    3.831348e-19
1.968409e+00    4.269456e-19
1.974663e+00    4.677445e-19
1.980937e+00    4.753759e-19
1.987231e+00    4.433035e-19
1.993544e+00    3.996134e-19
1.999877e+00    3.668258e-19
2.006230e+00    3.517130e-19
2.012605e+00    3.551998e-19
2.018999e+00    3.776405e-19
2.025413e+00    4.180065e-19
2.031847e+00    4.660188e-19
2.038303e+00    4.921366e-19
2.044779e+00    4.720869e-19
2.051274e+00    4.263249e-19
2.057791e+00    3.862189e-19
2.064330e+00    3.642202e-19
2.070888e+00    3.624002e-19
2.077467e+00    3.811516e-19
